WSRace,Year,WSPosition,WSName,WSClub,WSClass,WSTime,WSDecimalTime,WSNotes
B,2005,2,"Fielden Paul & Ford Yael","Taunton & Tonbridge","K2 Mixed",02:44:45,2.73,.
B,2005,2,"Howson Peter & Howson Lee",ACU,Junior/Veteran,02:45:08,2.75,.
B,2005,2,"Harmsen Lindi & Leffler Melissa",Richmond,"K2 Ladies",02:58:58,2.97,.
B,2005,2,"Lovell Stuart & Underhill-Rose Mick",Whitstable,"Canadian Doubles",03:00:17,3.00,.
B,2005,2,"Duncan Melanie","Bishops Stortford","K1 Ladies",03:16:14,3.27,.
C,2005,2,"Parker john & Pedlar Dave",Worcester,"K2 Senior",03:17:06,3.28,.
B,2005,2,"Simons Tyson","Basingstoke Canal","K1 Junior",03:22:40,3.37,.
C,2005,2,"Worth Andrew & carpenter Mike",Exeter,"K2 Veteran",03:41:00,3.68,.
C,2005,2,"Fielden Paul & Ford Yael","Taunton & Tonbridge","K2 Mixed",03:48:21,3.80,.
C,2005,2,"Flynn Dave",Taunton,"K1 Veteran",03:49:48,3.82,.
C,2005,2,"Doyle Michael","Hemel Hempstead","K1 Senior",03:50:12,3.83,.
C,2005,2,"Hobin Ben & Siman Joe","Cokethorpe School","K2 Junior",03:54:40,3.90,.
C,2005,2,"Mills Matthew & Stuart Peter",Leaside,Junior/Veteran,04:06:15,4.10,.
C,2005,2,"Gradwell Charmian & Leffler Melissa",Richmond,"K2 Ladies",04:14:02,4.23,.
C,2005,2,"Guy Matthew","Leighton Buzzard","K1 Junior",04:17:25,4.28,.
C,2005,2,"Broad James & Oldham Peter",Independent,"Canadian Doubles",04:37:25,4.62,.
D,2005,2,"Beazley Daniel & Dark Simon","Bradford On Avon","K2 Senior",04:55:27,4.92,.
C,2005,2,"Whitaker Lynn",Pangbourne,"K1 Ladies",05:02:34,5.03,.
D,2005,2,"Baker Paul","Royal Marines","K1 Senior",05:22:53,5.37,.
D,2005,2,"Worth Andrew & carpenter Mike",Exeter,"K2 Veteran",05:23:06,5.38,.
D,2005,2,"Gow Clifford","Royal Berks Fire & Rescue","K1 Veteran",05:36:16,5.60,.
D,2005,2,"Fielden Paul & Ford Yael","Taunton & Tonbridge","K2 Mixed",05:36:19,5.60,.
D,2005,2,"Hobin Ben & Siman Joe","Cokethorpe School","K2 Junior",05:37:25,5.62,.
D,2005,2,"Jordan Aaron & Jordan Dean",Maidstone,Junior/Veteran,06:10:52,6.17,.
D,2005,2,"Newbutt Brian & Oliver George",Nottingham,"Canadian Doubles",06:22:31,6.37,.
D,2005,2,"Gaukrodger Emily & Whitaker Elizabeth","Kimbolton School","K2 Ladies",06:40:28,6.67,.
D,2005,2,"Whitaker Lynn",Pangbourne,"K1 Ladies",06:53:20,6.88,.
S,2005,2,"Worth Andrew & Carpenter Mike",Exeter,"K2 Veteran",13:43:39,13.72,.
S,2005,2,"Lewis Allen & Lilley Angus",RAF,"K2 Senior",14:05:27,14.08,.
S,2005,2,"Fielden Paul & Ford Yael","Taunton & Tonbridge","K2 Mixed",14:16:08,14.27,.
S,2005,2,"Gow Clifford","Royal Berks Fire & Rescue","K1 Veteran",14:32:19,14.53,.
S,2005,2,"Feuillade Aaron & Wigglesworth Mark",Pangbourne,"K2 Junior",15:01:02,15.02,.
S,2005,2,"Batchelor Nicholas","Royal Marines","K1 Senior",15:22:51,15.37,.
S,2005,2,"Gaukrodger Emily & Whitaker Elizabeth","Kimbolton School","K2 Ladies",17:25:39,17.42,.
S,2005,2,"Tusting John & Tusting William","Kimbolton School",Junior/Veteran,18:19:27,18.32,.
A,2005,3,"Beazley Daniel & Dark Simon","Bradford On Avon","K2 Senior",01:42:32,1.70,.
A,2005,3,"Golder Richard",Nottingham,"K1 Senior","01:54:20 ",1.90,.
A,2005,3,"Pendle Dyson",Norwich,"K1 Veteran","01:54:35 ",1.90,.
A,2005,3,"Haynes Ben & Poole Robert","Leighton Buzzard","K2 Junior","01:58:41 ",1.97,.
A,2005,3,"Ince A J & Neale Clive",Tonbridge,"K2 Veteran","02:00:59 ",2.00,.
A,2005,3,"Pendle Ali & Schofield Becky",Norwich,"K2 Ladies","02:03:30 ",2.05,.
A,2005,3,"Hinves James & Huisman Martine",Woodmill,"K2 Mixed","02:06:46 ",2.10,.
A,2005,3,"Jordan Aaron & Jordan Dean",Maidstone,Junior/Veteran,"02:08:26 ",2.13,.
A,2005,3,"Lowe Tom","Leighton Buzzard","K1 Junior","02:08:38 ",2.13,.
A,2005,3,"Moran Claire",Worcester,"K1 Ladies","02:21:16 ",2.35,.
B,2005,3,"Wright Michael",Reading,"K1 Senior",02:32:06,2.53,.
B,2005,3,"Dawkins Russ & Hendron Richard",Richmond,"K2 Senior",02:34:20,2.57,.
A,2005,3,"Broad James & Oldham Peter",Independent,"Canadian Doubles","02:34:55 ",2.57,.
B,2005,3,"Worth Andrew & carpenter Mike",Exeter,"K2 Veteran",02:35:38,2.58,.
B,2005,3,"Elston Paul",Maidstone,"K1 Veteran",02:41:51,2.68,.
B,2005,3,"Jordan Aaron & Jordan Dean",Maidstone,Junior/Veteran,02:46:48,2.77,.
B,2005,3,"Feuillade Aaron & Wigglesworth Mark",Pangbourne,"K2 Junior",02:49:53,2.82,.
B,2005,3,"Davies Bethan & Page David","Nottingham & Windsor","K2 Mixed",02:53:06,2.88,.
B,2005,3,"Moore Matthew & St John Benjamin","Bedford School","Canadian Doubles",03:13:44,3.22,.
B,2005,3,"Metcalfe Georgie & Metcalfe Vicky",Pangbourne,"K2 Ladies",03:13:46,3.22,.
B,2005,3,"Back Sue",Richmond,"K1 Ladies",03:19:35,3.32,.
C,2005,3,"King Steve & Thrower Shaun",hereford,"K2 Senior",03:23:43,3.38,.
B,2005,3,"Kendall Aron",Northampton,"K1 Junior",03:25:23,3.42,.
C,2005,3,"Purchas Mike & Unwin Nigel","Bradford On Avon","K2 Veteran",03:41:31,3.68,.
C,2005,3,"Killingbeck James & Parnall Matthew","Kelly College","K2 Junior",03:55:18,3.92,.
C,2005,3,"Wibrew Michael",Maidstone,"K1 Veteran",03:56:47,3.93,.
C,2005,3,"Hudson Linda & Scott James",Richmond,"K2 Mixed",04:02:22,4.03,.
C,2005,3,"Batchelor Nicholas","Royal Marines","K1 Senior",04:07:21,4.12,.
C,2005,3,"Harmsen Lindi & Johnston Sarah",Richmond,"K2 Ladies",04:19:36,4.32,.
C,2005,3,"Anderson Debbie & Kendall Aran",Northampton,Junior/Veteran,04:51:50,4.85,.
C,2005,3,"Slight Daniel","Leighton Buzzard","K1 Junior",04:56:01,4.93,.
D,2005,3,"Shelley Piran & Stonehouse Nevil",Richmond,"K2 Senior",04:57:19,4.95,.
C,2005,3,"Davies Phil & Hayden Perry","Emsworth Slipper Sail","Canadian Doubles",05:22:24,5.37,.
D,2005,3,"Doyle Michael","Hemel Hempstead","K1 Senior",05:28:30,5.47,.
D,2005,3,"Purchas Mike & Unwin Nigel","Bradford On Avon","K2 Veteran",05:28:46,5.47,.
D,2005,3,"Eagle James & Pearse Philip","Cokethorpe School","K2 Junior",05:40:38,5.67,.
D,2005,3,"Wibrew Michael",Maidstone,"K1 Veteran",05:45:17,5.75,.
D,2005,3,"Hudson Linda & Scott James",Richmond,"K2 Mixed",05:48:25,5.80,.
D,2005,3,"Tusting John & Tusting William","Kimbolton School",Junior/Veteran,06:58:35,6.97,.
D,2005,3,"Moore Matthew & St John Benjamin","Bedford School","Canadian Doubles",07:01:31,7.02,.
D,2005,3,"Baranyovits Alice & England Clare","Kimbolton School","K2 Ladies",07:03:55,7.05,.
S,2005,3,"Purchas Mike & Unwin Nigel","Bradford On Avon","K2 Veteran",13:51:35,13.85,.
S,2005,3,"Baugh William & Darling Wayne","Royal Engineers","K2 Senior",14:28:32,14.47,.
S,2005,3,"Elston Paul","Maidstone & ","K1 Veteran",14:40:27,14.67,.
S,2005,3,"Davies Bethan & Page David","Nottingham & Windsor","K2 Mixed",15:19:00,15.32,.
S,2005,3,"Conway James & Gilbert Nicholas","Kimbolton School","K2 Junior",15:29:10,15.48,.
S,2005,3,"Dommisse Adrian","Richmond & ","K1 Senior",16:27:56,16.45,.
S,2005,3,"Baranyovits Alice & England Clare","Kimbolton School","K2 Ladies",17:54:14,17.90,.
A,2005,4,"Peake Owen & Seaford Daniel","Bradford On Avon & Reading","K2 Senior",01:48:49,1.80,.
A,2005,4,"Reese Brendan",ACU,"K1 Senior","01:55:00 ",1.92,.
A,2005,4,"Missen Stan","Bradford On Avon","K1 Veteran","01:59:40 ",1.98,.
A,2005,4,"Worth Andrew & carpenter Mike",Exeter,"K2 Veteran","02:03:55 ",2.05,.
A,2005,4,"Bapty Sonja & Fowler Sue",ACU,"K2 Ladies","02:07:32 ",2.12,.
A,2005,4,"Hobin Ben & Siman Joe","Cokethorpe School","K2 Junior","02:08:06 ",2.13,.
A,2005,4,"Bucksey Christopher & King Amoret",Reading,"K2 Mixed","02:08:19 ",2.13,.
A,2005,4,"Vincent Richard & Vincent Robert","78th Leicester Scouts",Junior/Veteran,"02:08:44 ",2.13,.
A,2005,4,"Pearse Philip","Cokethorpe School","K1 Junior",02:11:23,2.18,.
B,2005,4,"Doyle Michael","Hemel Hempstead","K1 Senior",02:33:43,2.55,.
A,2005,4,"Duncan Melanie","Bishops Stortford","K1 Ladies","02:34:20 ",2.57,.
B,2005,4,"Merrel Alan & Van Nickerk Steve","Royal Marines","K2 Senior",02:36:07,2.60,.
B,2005,4,"Purchas Mike & Unwin Nigel","Bradford On Avon","K2 Veteran",02:36:23,2.60,.
A,2005,4,"Bartlam Carl & Tennent Paul","Paddle Plus","Canadian Doubles","02:39:06 ",2.65,.
B,2005,4,"Flynn Dave",Taunton,"K1 Veteran",02:42:06,2.70,.
B,2005,4,"Vincent Richard & Vincent Robert","78th Leicester Scouts",Junior/Veteran,02:47:12,2.78,.
B,2005,4,"Conway James & Gilbert Nicholas","Kimbolton School","K2 Junior",02:53:15,2.88,.
B,2005,4,"Bristow Graham & Bristow Nikki",Penzance,"K2 Mixed",02:54:53,2.90,.
B,2005,4,"Baranyovits Alice & England Clare","Kimbolton School","K2 Ladies",03:21:57,3.35,.
B,2005,4,"Johnson Sarah",Richmond,"K1 Ladies",03:26:01,3.43,.
C,2005,4,"Dawkins Russ & Hendron Richard",Richmond,"K2 Senior",03:29:16,3.48,.
B,2005,4,"Bartlam Carl & Tennent Paul","Paddle Plus","Canadian Doubles",03:35:06,3.58,.
C,2005,4,"Abbatiello Graziano & Nicholls Gerald",Worcester,"K2 Veteran",03:56:03,3.93,.
C,2005,4,"Gow Clifford","Royal Berks Fire & Rescue","K1 Veteran",03:57:19,3.95,.
C,2005,4,"Feuillade Aaron & Wigglesworth Mark",Pangbourne,"K2 Junior",04:00:55,4.00,.
C,2005,4,"Davies Bethan & Page David","Nottingham & Windsor","K2 Mixed",04:07:48,4.12,.
C,2005,4,"Dommisse Adrian",Richmond,"K1 Senior",04:29:42,4.48,.
C,2005,4,"Gaukrodger Emily & Whitaker Elizabeth","Kimbolton School","K2 Ladies",04:42:01,4.70,.
C,2005,4,"Slight Mark","Leighton Buzzard","K1 Junior",04:56:04,4.93,.
C,2005,4,"Tusting John & Tusting William","Kimbolton School",Junior/Veteran,05:00:52,5.00,.
D,2005,4,"Burt Alex & Howsen Peter",ACU,"K2 Senior",05:15:00,5.25,.
C,2005,4,"Halliday Robin & Mason Bruce",Independent,"Canadian Doubles",05:38:15,5.63,.
D,2005,4,"Beardsell Lena & Pearse Tim","Cokethorpe School","K2 Junior",05:46:22,5.77,.
D,2005,4,"Elston Paul",Maidstone,"K1 Veteran",05:49:30,5.82,.
D,2005,4,"Absolom Peter & Batchelor Paul","Basingstoke Canal","K2 Veteran",05:49:45,5.82,.
D,2005,4,"Batchelor Nicholas","Royal Marines","K1 Senior",05:56:29,5.93,.
D,2005,4,"Bristow Graham & Bristow Nikki",Penzance,"K2 Mixed",05:57:36,5.95,.
D,2005,4,"Metcalfe Georgie & Metcalfe Vicky",Pangbourne,"K2 Ladies",07:30:07,7.50,.
D,2005,4,"Hughes David & Selwood Carly","Bourne End",Junior/Veteran,08:16:29,8.27,.
D,2005,4,"Chanbers Steven & Ship Terry","Chelmsford & Barking & Dagenham","Canadian Doubles",08:29:00,8.48,.
S,2005,4,"Humphrey Mark & Price Stephen",Reading,"K2 Senior",14:38:25,14.63,.
S,2005,4,"Abbatiello Graziano & Nicholls Gerald",Worcester,"K2 Veteran",14:43:21,14.72,.
S,2005,4,"Wibrew Michael",Maidstone,"K1 Veteran",14:46:39,14.77,.
S,2005,4,"Bristow Graham & Bristow Nikki",Penzance,"K2 Mixed",15:24:20,15.40,.
S,2005,4,"Bickerdike Samuel & Conway Douglas","Kimbolton School","K2 Junior",15:51:27,15.85,.
S,2005,4,"Metcalfe Georgie & Metcalfe Vicky",Pangbourne,"K2 Ladies",18:40:39,18.67,.
A,2005,5,"Shelley Piran & Stonehouse Nevil",Richmond,"K2 Senior",01:52:20,1.87,.
A,2005,5,"Rosier Alistair",Bath,"K1 Senior","01:55:09 ",1.92,.
A,2005,5,"Purchas Mike & Unwin Nigel","Bradford On Avon","K2 Veteran","02:04:55 ",2.07,.
A,2005,5,"Kent Richard",Independent,"K1 Veteran","02:07:28 ",2.12,.
A,2005,5,"Dodson Henry & Neville-Jones Frederick","Bryanston School","K2 Junior","02:09:29 ",2.15,.
A,2005,5,"Daniels Wiki & Gray Susan",Reading,"K2 Ladies","02:10:42 ",2.17,.
A,2005,5,"Rowell Gary",Leaside,"K1 Junior","02:11:52 ",2.18,.
A,2005,5,"Mills Matthew & Stuart Peter",Leaside,Junior/Veteran,"02:14:07 ",2.23,.
A,2005,5,"Etheridge Richard & Moran Laura",Worcester,"K2 Mixed","02:14:39 ",2.23,.
B,2005,5,"King Steve",Hereford,"K1 Senior",02:34:19,2.57,.
B,2005,5,"Nicholson Leon & Rance Steve",Woodmill,"K2 Veteran",02:37:42,2.62,.
B,2005,5,"Bowditch Ian & French Andrew",Ealing,"K2 Senior",02:37:58,2.62,.
A,2005,5,"Goodlad Bethany","Leighton Buzzard","K1 Ladies","02:41:56 ",2.68,.
A,2005,5,"Johnson Nicholas & Stafford Mark",Tonbridge,"Canadian Doubles","02:42:10 ",2.70,.
B,2005,5,"Daniels Nick",Reading,"K1 Veteran",02:43:37,2.72,.
B,2005,5,"Scott James & Smith Susan",Richmond,"K2 Mixed",02:57:03,2.95,.
B,2005,5,"Fisher-Dodd Nicholas & Kingston Edward","Bryanston School","K2 Junior",02:58:15,2.97,.
B,2005,5,"Darling Simon & Deal Katie","Bradford On Avon",Junior/Veteran,02:59:36,2.98,.
B,2005,5,"Gaukrodger Emily & Whitaker Elizabeth","Kimbolton School","K2 Ladies",03:24:56,3.40,.
C,2005,5,"Shelley Piran & Stonehouse Nevil",Richmond,"K2 Senior",03:30:42,3.50,.
B,2005,5,"Whitaker Lynn",Pangbourne,"K1 Ladies",03:30:59,3.50,.
C,2005,5,"Elston Paul",Maidstone,"K1 Veteran",03:57:46,3.95,.
C,2005,5,"Williams Dean & Williams Carl",Chelmsford,"K2 Veteran",04:01:51,4.02,.
C,2005,5,"Bristow Graham & Bristow Nikki",Penzance,"K2 Mixed",04:09:36,4.15,.
C,2005,5,"Conway James & Gilbert Nicholas","Kimbolton School","K2 Junior",04:12:17,4.20,.
C,2005,5,"Lewis Jim","Royal Marines","K1 Senior",04:38:10,4.63,.
C,2005,5,"Baranyovits Alice & England Clare","Kimbolton School","K2 Ladies",04:50:14,4.83,.
C,2005,5,"Cullen James & Maunder Sean","Royal Hospital School",Junior/Veteran,05:20:19,5.33,.
D,2005,5,"Lewis Allen & Lilley Angus",RAF,"K2 Senior",05:33:01,5.55,.
D,2005,5,"Abbatiello Graziano & Nicholls Gerald",Worcester,"K2 Veteran",05:54:12,5.90,.
D,2005,5,"Feuillade Aaron & Wigglesworth Mark",Pangbourne,"K2 Junior",05:58:54,5.97,.
D,2005,5,"Davies Bethan & Page David","Nottingham & Windsor","K2 Mixed",05:59:10,5.98,.
D,2005,5,"Bruwer Gidean",Elmbridge,"K1 Senior",06:19:24,6.32,.
D,2005,5,"Jaggs Bill","Poole Harbour","K1 Veteran",06:20:00,6.33,.
C,2005,5,"Chanbers Steven & Ship Terry","Barking & Dagenham","Canadian Doubles",06:23:50,6.38,.
D,2005,5,"Rae Daisy & Southon Jamie-Leigh",Independent,"K2 Ladies",07:57:44,7.95,.
S,2005,5,"Bekker Meintjes & Werndle Lorenz",Falcon,"K2 Senior",14:58:23,14.97,.
S,2005,5,"Absolom Peter & Batchelor Paul","Basingstoke Canal","K2 Veteran",14:59:50,14.98,.
S,2005,5,"Grey LAwrence & Mastrandrea Carmelo","Bedford School","K2 Junior",16:20:18,16.33,.
S,2005,5,"Stonehouse Graham","Richmond & ","K1 Veteran",16:24:14,16.40,.
A,2005,6,"Baker Paul & Philips Mark","Royal Marines","K2 Senior",01:54:33,1.90,.
A,2005,6,"King Robert",Hereford,"K1 Senior","01:59:03 ",1.98,.
A,2005,6,"Hughes Steve & Saunders Jem",Worcester,"K2 Veteran","02:05:36 ",2.08,.
A,2005,6,"Flynn DAve",Taunton,"K1 Veteran","02:08:37 ",2.13,.
A,2005,6,"Feuillade Aaron & Wigglesworth Mark",Pangbourne,"K2 Junior","02:11:20 ",2.18,.
A,2005,6,"Bee Gillian & Hunter Fiona",Norwich,"K2 Ladies","02:11:43 ",2.18,.
A,2005,6,"Sims Ollie","","K1 Junior","02:13:25 ",2.22,.
A,2005,6,"Howson Peter & Howson Lee",ACU,Junior/Veteran,"02:17:01 ",2.28,.
A,2005,6,"Davies Bethan & Page David","Nottingham & Windsor","K2 Mixed","02:18:56 ",2.30,.
B,2005,6,"Meyer Richard",Nottingham,"K1 Senior",02:36:17,2.60,.
B,2005,6,"Ince A J & Neale Clive",Tonbridge,"K2 Veteran",02:39:44,2.65,.
B,2005,6,"Lewis Allen & Lilley Angus",RAF,"K2 Senior",02:40:22,2.67,.
B,2005,6,"Gow Clifford","Royal Berks Fire & Rescue","K1 Veteran",02:44:59,2.73,.
A,2005,6,"Back Sue",Richmond,"K1 Ladies","02:45:40 ",2.75,.
A,2005,6,"Moore Matthew & St John Benjamin","Bedford School","Canadian Doubles","02:47:13 ",2.78,.
B,2005,6,"Beardsell Lena & Eagle James","Cokethorpe School","K2 Junior",03:00:09,3.00,.
B,2005,6,"Ker Alan & Ker John","Wellington College",Junior/Veteran,03:07:44,3.12,.
B,2005,6,"Hall Ingrid & Lemin Jim",REME,"K2 Mixed",03:08:06,3.13,.
B,2005,6,"Thomas Hillary & Wood Julie",Banbury,"K2 Ladies",03:36:31,3.60,.
C,2005,6,"Kent Richard & Nicholson Leon",Woodmill,"K2 Senior",03:37:52,3.62,.
C,2005,6,"Absolom Peter & Batchelor Paul","Basingstoke Canal","K2 Veteran",04:03:14,4.05,.
B,2005,6,"Gwynn Bex","Adv Dolphin New/Hunger","K1 Ladies",04:04:24,4.07,.
C,2005,6,"Randle Barney & Smith Susan",Richmond,"K2 Mixed",04:10:01,4.17,.
C,2005,6,"White Richard & Martin Beth","Royal Hospital School","K2 Junior",04:13:35,4.22,.
C,2005,6,"Hancox John",ACU,"K1 Veteran",04:17:09,4.28,.
C,2005,6,"Walker Richard","Plymouth College","K1 Senior",04:40:33,4.67,.
C,2005,6,"Galea Chloe & Habershon Karen","Dauntsey's School","K2 Ladies",04:59:30,4.98,.
D,2005,6,"Morrell Alan & Van Nickerk Steve","Royal Marines","K2 Senior",05:33:34,5.55,.
D,2005,6,"Randle Barney & Smith Susan",Richmond,"K2 Mixed",06:05:23,6.08,.
D,2005,6,"Best Stephen & Wakeling Matt","Bradford On Avon","K2 Veteran",06:05:41,6.08,.
D,2005,6,"Brimfield Benjamin & Hosford Ben","Bryanston School","K2 Junior",06:06:42,6.10,.
D,2005,6,"Dommisse Adrian",Richmond,"K1 Senior",06:27:37,6.45,.
D,2005,6,"Stonehouse Graham",Richmond,"K1 Veteran",06:28:50,6.47,.
D,2005,6,"Reader Sarah & Smith Becki","Kelly College","K2 Ladies",08:05:14,8.08,.
S,2005,6,"Best Stephen & Wakeling Matt","Bradford On Avon","K2 Veteran",15:11:42,15.18,.
S,2005,6,"Haynes Chris & Hutchison Peter",Richmond,"K2 Senior",15:47:50,15.78,.
S,2005,6,"Jaggs Bill","Poole Harbour & ","K1 Veteran",16:30:49,16.50,.
S,2005,6,"Nutkins Michael & Hutchinson David","Kimbolton School","K2 Junior",16:56:19,16.93,.
A,2005,7,"Dawkins Russ & Hendron Richard",Richmond,"K2 Senior",01:57:50,1.95,.
A,2005,7,"Pedlar Dave",Worcester,"K1 Senior","01:59:19 ",1.98,.
A,2005,7,"Nicholson Leon & Rance Steve",Woodmill,"K2 Veteran","02:06:21 ",2.10,.
A,2005,7,"Daniels Nick",Reading,"K1 Veteran","02:10:17 ",2.17,.
A,2005,7,"Freeman Sam & Sharpe Tom",Exeter,"K2 Junior","02:11:53 ",2.18,.
A,2005,7,"Dougall James","Leighton Buzzard","K1 Junior","02:15:27 ",2.25,.
A,2005,7,"Greasby Liz & Hut Jenny",Richmond,"K2 Ladies","02:18:00 ",2.30,.
A,2005,7,"Craigie Jane & Frankland Nigel",reading,"K2 Mixed","02:21:00 ",2.35,.
A,2005,7,"Darling Simon & Deal Katie","Bradford On Avon",Junior/Veteran,"02:23:32 ",2.38,.
B,2005,7,"Baker Paul","Royal Marines","K1 Senior",02:37:37,2.62,.
B,2005,7,"Hughes Steve & Saunders Jem",Worcester,"K2 Veteran",02:41:49,2.68,.
B,2005,7,"Humphrey Mark & Price Stephen",Reading,"K2 Senior",02:43:08,2.72,.
A,2005,7,"Jackson Alison","Bradford On Avon","K1 Ladies","02:47:13 ",2.78,.
B,2005,7,"Wibrew Michael",Maidstone,"K1 Veteran",02:52:13,2.87,.
A,2005,7,"Marshall Pierre & Marshall Peter",Falcon,"Canadian Doubles","02:52:46 ",2.87,.
B,2005,7,"Grey LAwrence & Mastrandrea Carmelo","Bedford School","K2 Junior",03:00:14,3.00,.
B,2005,7,"Goodchild Samuel & Reese Hayley",Hereford,"K2 Mixed",03:10:17,3.17,.
B,2005,7,"Lane Hugh & Lane Jake",Independent,Junior/Veteran,03:16:48,3.27,.
B,2005,7,"Anderson Deborah & Baker Claire",Northampton,"K2 Ladies",03:39:24,3.65,.
C,2005,7,"Austin Michael & Coates Tom","Royal Engineers","K2 Senior",03:44:29,3.73,.
C,2005,7,"Best Stephen & Wakeling Matt","Bradford On Avon","K2 Veteran",04:04:44,4.07,.
B,2005,7,"Lamplugh Catherine",Ealing,"K1 Ladies",04:11:55,4.18,.
C,2005,7,"Bickerdike Samuel & Conway douglas","Kimbolton School","K2 Junior",04:17:14,4.28,.
C,2005,7,"Stonehouse Graham",Richmond,"K1 Veteran",04:21:15,4.35,.
C,2005,7,"Engel Ben & George Faye","Kelly College","K2 Mixed",04:37:10,4.62,.
C,2005,7,"Nolan Keith",Wokingham,"K1 Senior",04:59:14,4.98,.
C,2005,7,"Metcalfe Georgie & Metcalfe Vicky",Pangbourne,"K2 Ladies",05:19:41,5.32,.
D,2005,7,"Austin Michael & Coates Tom","Royal Engineers","K2 Senior",05:37:42,5.62,.
D,2005,7,"Deaves Martin & Sutherland Bob",Wokingham,"K2 Veteran",06:05:50,6.08,.
D,2005,7,"Conway James & Gilbert Nicholas","Kimbolton School","K2 Junior",06:08:06,6.13,.
D,2005,7,"Sheldrake Mark",Waveney,"K1 Senior",06:33:04,6.55,.
D,2005,7,"Edwards Roger",Chelmsford,"K1 Veteran",06:46:42,6.77,.
D,2005,7,"Steele Edward & Toynton Julia","Canford School","K2 Mixed",07:07:42,7.12,.
S,2005,7,"Archondakis Alan & Selwood Peter","Bourne End","K2 Veteran",16:44:28,16.73,.
S,2005,7,"Hawkins Jack & Silvey Andy","Royal Marines","K2 Senior",16:53:47,16.88,.
S,2005,7,"Walker Peter","Pangbourne & ","K1 Veteran",17:36:12,17.60,.
S,2005,7,"Barratt Frederick & Stewart Tristan","Marlborough College","K2 Junior",18:09:01,18.15,.
A,2005,8,"Parker John",Worcester,"K1 Senior","02:00:56 ",2.00,.
A,2005,8,"Ford Peter & Howell Matt",Tonbridge,"K2 Senior",02:01:32,2.02,.
A,2005,8,"Dowling Terry & Freeman Neil",Windsor,"K2 Veteran","02:07:10 ",2.12,.
A,2005,8,"Smith Kevin",Independent,"K1 Veteran","02:10:56 ",2.17,.
A,2005,8,"Sillitoe Callum & Slight Daniel","Leighton Buzzard","K2 Junior","02:12:16 ",2.20,.
A,2005,8,"Hissett Iain",Bristol,"K1 Junior","02:16:16 ",2.27,.
A,2005,8,"Gradwell Charmian & Leffler Melissa",Richmond,"K2 Ladies","02:21:08 ",2.35,.
A,2005,8,"Bristow Graham & Bristow Nikki",Penzance,"K2 Mixed","02:22:15 ",2.37,.
A,2005,8,"Ker Alan & Ker John","Wellington College",Junior/Veteran,"02:26:55 ",2.43,.
B,2005,8,"Williams Dean & Williams Carl",Chelmsford,"K2 Veteran",02:42:54,2.70,.
B,2005,8,"Baugh William & Darling Wayne","Royal Engineers","K2 Senior",02:44:45,2.73,.
B,2005,8,"Appleby Paul",Wokingham,"K1 Veteran",02:53:47,2.88,.
B,2005,8,"Howell Matt",Tonbridge,"K1 Senior",02:54:03,2.90,.
B,2005,8,"Bickerdike Samuel & Conway douglas","Kimbolton School","K2 Junior",03:01:49,3.02,.
A,2005,8,"Lamplugh Catherine",Ealing,"K1 Ladies","03:18:39 ",3.30,.
B,2005,8,"Pearce Ray & Wood Katie",Banbury,Junior/Veteran,03:24:03,3.40,.
C,2005,8,"Baugh William & Darling Wayne","Royal Engineers","K2 Senior",03:44:48,3.73,.
B,2005,8,"Franklin Elizabeth & Norgate Becki","Anker Valley & Hereford","K2 Ladies",03:48:41,3.80,.
A,2005,8,"Rowlinson Michael & Stone Keith",Banbury,"Canadian Doubles","03:53:25 ",3.88,.
B,2005,8,"Albon Joshua & Albon Emily","Blundell's School ","K2 Mixed",04:02:12,4.03,.
C,2005,8,"Damant Simon & Stainsby Jonathan",Tonbridge,"K2 Veteran",04:05:38,4.08,.
C,2005,8,"Brimfield Edward & Silcock James","Bryanston School","K2 Junior",04:17:34,4.28,.
C,2005,8,"Freeman neil",Windsor,"K1 Veteran",04:21:34,4.35,.
C,2005,8,"Blore Charlie & McEvoy Adam","Dauntsey's School","K2 Mixed",04:54:05,4.90,.
C,2005,8,"Adcock Thomas","Oxford University","K1 Senior",05:12:04,5.20,.
D,2005,8,"Baugh William & Darling Wayne","Royal Engineers","K2 Senior",05:38:17,5.63,.
C,2005,8,"Hargrave Jennifer & Ladley Rebecca","Dauntsey's School","K2 Ladies",05:44:36,5.73,.
D,2005,8,"Bickerdike Samuel & Conway douglas","Kimbolton School","K2 Junior",06:08:40,6.13,.
