WSRace,Year,WSPosition,WSName,WSClub,WSClass,WSTime,WSDecimalTime,WSNotes
D,2004,14,"Clark John & Gompels Nicholas","Independent & ","K2 Veteran",06:52:13,6.87,.
S,2004,14,"John Barry & Wilkins Simon","Soar Valley & ","K2 Senior",16:55:44,16.92,.
A,2004,15,"Meyer Richard","Woodmill & ","K1 Senior",02:01:13,2.02,.
A,2004,15,"Burness Paul & Fillingham Malcolm","Wokingham & ","K2 Veteran",02:11:14,2.18,.
A,2004,15,"Price Stephen & Wilkens Paul","Soar Valley & ","K2 Senior",02:11:24,2.18,.
A,2004,15,"Freer Alan","Independent & ","K1 Veteran",02:18:49,2.30,.
A,2004,15,"Garth Thomas & Spencer William","Blundell's School & ","K2 Junior",02:35:48,2.58,.
A,2004,15,"Sanderson Frances & Soar Kate","Falcon & ","K2 Ladies",02:47:28,2.78,.
B,2004,15,"Emery Mark & Wakeling Matt","Bradford On Avon","K2 Senior",02:51:54,2.85,.
B,2004,15,"Philips Tim & Veevers Nick","Richmond & ","K2 Veteran",02:54:47,2.90,.
B,2004,15,"Butler Brian","A.D.J. & ","K1 Veteran",03:13:07,3.22,.
B,2004,15,"Holbrook Simon","Royal Hospital School & ","K1 Senior",03:16:34,3.27,.
B,2004,15,"Mastrandrea Carmelo & Stirk Harry","Bedford School & ","K2 Junior",03:17:48,3.28,.
A,2004,15,"Green Jason & Neville Daniel","Barking & Dagenham & ","Canadian Doubles",03:46:00,3.77,.
C,2004,15,"Johnson Dean & Upson Steve","Recc & ","K2 Senior",03:50:15,3.83,.
C,2004,15,"Acreman Malcolm & Lewis Chris","Poole Harbour & ","K2 Veteran",04:10:00,4.17,.
C,2004,15,"Bond Alexei & Paine Howard","Dauntsey's School & ","K2 Junior",04:13:29,4.22,.
C,2004,15,"Edison Robert","Independent & ","K1 Senior",04:37:52,4.62,.
B,2004,15,"Fowle Andrew & Workman Mark","Phikkar Chaina & ","Canadian Doubles",04:56:10,4.93,.
C,2004,15,"Abbatt Hester & Martin Emma","Dauntsey's School & ","K2 Ladies",05:04:49,5.07,.
D,2004,15,"Berendsen Kaj & Scott Dan","Woodmill & ","K2 Senior",05:51:59,5.85,.
D,2004,15,"Coleman Anthony & Harrison Martyn","Exeter & ","K2 Veteran",06:59:24,6.98,.
A,2004,16,"Neale Clive","Tonbridge & ","K1 Senior",02:02:01,2.03,.
A,2004,16,"Lloyd Nick & Turza Joszef","Richmond & ","K2 Senior",02:11:45,2.18,.
A,2004,16,"Abbatiello Graziano & Nicholls Gerald","Worcester & ","K2 Veteran",02:14:20,2.23,.
A,2004,16,"Bell Roger","Reading & ","K1 Veteran",02:19:39,2.32,.
A,2004,16,"Nutkins Michael & Williams Francis","Kimbolton School & ","K2 Junior",02:38:28,2.63,.
A,2004,16,"Hill Amy & Hough Jo","Kelly College & ","K2 Ladies",02:48:17,2.80,.
B,2004,16,"Absolom Christopher & Simons Tyson","Basingstoke Canal & ","K2 Senior",02:53:39,2.88,.
B,2004,16,"Bragg Andy & Dains Ron","Chelmsford & Barking & Dagenham","K2 Veteran",02:55:58,2.92,.
B,2004,16,"Absolom Peter","Basingstoke Canal & ","K1 Veteran",03:14:31,3.23,.
B,2004,16,"Jones Matthew & Stopforth Kieron","Pangbourne & ","K2 Junior",03:20:50,3.33,.
B,2004,16,"Ede Leander","Reading & ","K1 Senior",03:22:52,3.37,.
C,2004,16,"Clarke Darren & Howe Chris","Royal Marines & ","K2 Senior",03:50:24,3.83,.
A,2004,16,"Thapa Hem. Chandra & Thapa Khim","Phikkar Chaina & ","Canadian Doubles",03:56:50,3.93,.
C,2004,16,"Barrow Ian & Sutherland Bob","Independent & ","K2 Veteran",04:16:21,4.27,.
C,2004,16,"Newsome Chris & Taylor Martin","Trent College & ","K2 Junior",04:16:48,4.27,.
B,2004,16,"Ghale Tej & Gurung Bhaskar","Phikkar Chaina","Canadian Doubles",04:56:17,4.93,.
C,2004,16,"Anderson Deborah & Baker Claire","Northampton & ","K2 Ladies",05:23:27,5.38,.
D,2004,16,"Lane Hugh & Lane Joe","Exeter & Independent","K2 Senior",05:55:01,5.92,.
D,2004,16,"Cooper Ed & Wheeler Adrian","Newbury & ","K2 Veteran",07:21:53,7.35,.
A,2004,17,"Parker John","Worcester & ","K1 Senior",02:04:26,2.07,.
A,2004,17,"Berendsen Kaj & Scott Dan","Woodmill & ","K2 Senior",02:12:26,2.20,.
A,2004,17,"Barry Michael & Gore Christopher","Chelmsford & ","K2 Veteran",02:14:44,2.23,.
A,2004,17,"Barkway Richard","Norwich & ","K1 Veteran",02:19:49,2.32,.
A,2004,17,"Grey Lawrence & Hartwell James","Bedford School & ","K2 Junior",02:39:41,2.65,.
A,2004,17,"Partridge Sarah & Trewin Amie","Kelly College & ","K2 Ladies",02:52:33,2.87,.
B,2004,17,"Berendsen Kaj & Scott Dan","Woodmill & ","K2 Senior",02:54:04,2.90,.
B,2004,17,"Barry Michael & Gore Christopher","Chelmsford & ","K2 Veteran",02:56:04,2.93,.
B,2004,17,"Boswell Alexander & Coombe Sebastian","Wellington College & ","K2 Junior",03:21:32,3.35,.
B,2004,17,"Gandy Brian","Basingstoke Canal & ","K1 Veteran",03:24:00,3.40,.
C,2004,17,"Emery Mark & Wakeling Matt","Bradford On Avon","K2 Senior",03:52:51,3.87,.
B,2004,17,"Edison Robert","Independent & ","K1 Senior",03:59:54,3.98,.
A,2004,17,"Sherpa Furtenji & Thapa Janga. Bahad","Phikkar Chaina","Canadian Doubles",04:01:45,4.02,.
C,2004,17,"Hornsby Alistair & Pedley Matthew","Met Police & Fire Service","K2 Veteran",04:18:50,4.30,.
C,2004,17,"Adams Will & Todd Sam","Royal Hospital School","K2 Junior",04:19:19,4.32,.
D,2004,17,"Randall Barney & Scott James","Richmond & ","K2 Senior",05:58:18,5.97,.
D,2004,17,"Courtney Stephen & Woods David","Wokingham & ","K2 Veteran",07:39:16,7.65,.
A,2004,18,"Smythe James","Leaside & ","K1 Senior",02:04:37,2.07,.
A,2004,18,"Absolom Christopher & Simons Tyson","Basingstoke Canal & ","K2 Senior",02:14:10,2.23,.
A,2004,18,"Hosking Nigel & Strickland Bob","Weyhook & ","K2 Veteran",02:15:07,2.25,.
A,2004,18,"Bennett John","Hemel Hempstead & ","K1 Veteran",02:20:33,2.33,.
A,2004,18,"Hudson Tim & Welfare Oliver","Marlborough College & ","K2 Junior",02:42:29,2.70,.
B,2004,18,"Bekker Meintjes & Werndle Lorenz","Falcon & ","K2 Senior",02:56:17,2.93,.
B,2004,18,"Archondakis Alan & Selwood Peter","Bourne End & ","K2 Veteran",02:57:37,2.95,.
A,2004,18,"Davidson Kimberley & Way Fabienne",Nottingham,"K2 Ladies",02:59:21,2.98,.
B,2004,18,"Stopforth Ian","Pangbourne & ","K1 Veteran",03:24:20,3.40,.
B,2004,18,"Docker James & Freestone Christopher","Bedford School & ","K2 Junior",03:30:45,3.50,.
C,2004,18,"Rana Lal","Recc & ","K2 Senior",03:53:08,3.88,.
A,2004,18,"Ghale Tej & Gurung Bhaskar","Phikkar Chaina","Canadian Doubles",04:02:29,4.03,.
B,2004,18,"Maclarg Roland","Independent & ","K1 Senior",04:17:42,4.28,.
C,2004,18,"Danning Alex & Mumford William","Independent & ","K2 Veteran",04:21:05,4.35,.
D,2004,18,"Emery Mark & Wakeling Matt","Bradford On Avon","K2 Senior",06:04:39,6.07,.
A,2004,19,"Bitcon Doug","Richmond & ","K1 Senior",02:07:26,2.12,.
A,2004,19,"Emery Mark & Wakeling Matt","Bradford On Avon","K2 Senior",02:15:49,2.25,.
A,2004,19,"Edwards Roger & Head Michael","Chelmsford & ","K2 Veteran",02:17:06,2.28,.
A,2004,19,"Barnes Peter","Richmond & ","K1 Veteran",02:21:48,2.35,.
A,2004,19,"Hall Robert & Page Cristian","Kelly College & ","K2 Junior",02:47:33,2.78,.
B,2004,19,"Conway Eric","Royal Marines & ","K2 Senior",02:58:29,2.97,.
B,2004,19,"Evans Dave & Potts David","RAF & ","K2 Veteran",02:59:13,2.98,.
A,2004,19,"Ames Lisa & Cook Amelia","Kimbolton School & ","K2 Ladies",02:59:36,2.98,.
B,2004,19,"Best Stephen","Bradford On Avon & ","K1 Veteran",03:31:02,3.52,.
B,2004,19,"Boggis James & Newman Oliver","Marlborough College & ","K2 Junior",03:36:02,3.60,.
C,2004,19,"Baugh William & Woodward Mark",Recc,"K2 Senior",03:55:43,3.92,.
A,2004,19,"Fowle Andrew & Workman Mark","Phikkar Chaina & ","Canadian Doubles",04:03:00,4.05,.
C,2004,19,"Abbott Oliver & Abbott Thomas","Dauntsey's School & ","K2 Junior",04:20:20,4.33,.
C,2004,19,"Coleman Anthony & Harrison Martyn","Exeter & ","K2 Veteran",04:35:27,4.58,.
D,2004,19,"Johnson & Mess Wos",Recc,"K2 Senior",06:09:36,6.15,.
A,2004,20,"Drummond John","Reading & ","K1 Senior",02:08:07,2.13,.
A,2004,20,"Philips Tim & Veevers Nick","Richmond & ","K2 Veteran",02:17:47,2.28,.
A,2004,20,"Dusek Milos & Perchman Bernard","Richmond & ","K2 Senior",02:21:05,2.35,.
A,2004,20,"Pagon Nick","Bristol & ","K1 Veteran",02:22:49,2.37,.
A,2004,20,"Boggis James & Newman Oliver","Marlborough College & ","K2 Junior",02:49:55,2.82,.
B,2004,20,"Mess Wos & Woodward Mark","Recc & ","K2 Senior",02:59:06,2.98,.
A,2004,20,"Brown Hannah & Deal Katie","Bradford On Avon & ","K2 Ladies",02:59:40,2.98,.
B,2004,20,"Hornsby Alistair & Pedley Matthew","Metropolitan Police ","K2 Veteran",03:03:49,3.05,.
B,2004,20,"Tustin Harry & Montagu James","Wellington College & ","K2 Junior",03:38:39,3.63,.
B,2004,20,"Phillips Stephen","A.D.J. & ","K1 Veteran",03:47:40,3.78,.
C,2004,20,"Bekker Meintjies & Werndle Lorenz","Falcon & ","K2 Senior",04:02:32,4.03,.
C,2004,20,"Daniell George & Kerr William","Blundell's School & ","K2 Junior",04:21:40,4.35,.
C,2004,20,"Courtney Stephen & Woods David","Wokingham & ","K2 Veteran",04:41:49,4.68,.
D,2004,20,"Gow William & Readman Alex","Richmond & ","K2 Senior",06:15:03,6.25,.
A,2004,21,"Mcdonald Ivor","Northampton & ","K1 Senior",02:11:48,2.18,.
A,2004,21,"Archondakis Alan & Selwood Peter","Bourne End & ","K2 Veteran",02:19:57,2.32,.
A,2004,21,"Haupt Craig & Haynes Chris","Richmond & ","K2 Senior",02:21:43,2.35,.
A,2004,21,"Chapman Colin","Acu & ","K1 Veteran",02:25:52,2.42,.
B,2004,21,"Darling Wayne & Johnson Andrew","Recc & ","K2 Senior",03:02:08,3.03,.
B,2004,21,"Barrow Ian & Sutherland Bob","Independent & ","K2 Veteran",03:04:13,3.07,.
A,2004,21,"England Clare & Mcknight-Lange Abigail","Kimbolton School & ","K2 Ladies",03:09:06,3.15,.
A,2004,21,"Docker James & Freestone Christopher","Bedford School & ","K2 Junior",03:10:57,3.17,.
B,2004,21,"Luther David & Waddington James","Blundell's School & ","K2 Junior",03:43:54,3.72,.
B,2004,21,"Prentice Mark","Bradford On Avon & ","K1 Veteran",03:51:37,3.85,.
C,2004,21,"Adams Matt & Bonney Jim","Royal Marines & ","K2 Senior",04:13:09,4.22,.
C,2004,21,"Rolfe Thomas & Whyte James","Trent College & ","K2 Junior",04:25:04,4.42,.
C,2004,21,"Clark John & Gompels Nicholas","Independent & ","K2 Veteran",04:58:54,4.97,.
D,2004,21,"Gillard Luke & Reed Simon","Royal Marines & ","K2 Senior",06:15:50,6.25,.
A,2004,22,"Watkins Barry","Hereford & ","K1 Senior",02:11:57,2.18,.
A,2004,22,"Bragg Andy & Dains Ron","Chelmsford & Barking & Dagenham","K2 Veteran",02:21:27,2.35,.
A,2004,22,"Gow William & Readman Alex","Richmond & ","K2 Senior",02:23:02,2.38,.
A,2004,22,"Bowles Philip","Maidstone & ","K1 Veteran",02:32:07,2.53,.
B,2004,22,"Clarke Darren & Howe Chris","Royal Marines & ","K2 Senior",03:02:23,3.03,.
B,2004,22,"Deaves Martin & Turner Mark","Wokingham & ","K2 Veteran",03:06:08,3.10,.
A,2004,22,"Anderson Deborah & Baker Claire","Northampton & ","K2 Ladies",03:09:35,3.15,.
A,2004,22,"Dawnay Lewis & Kouris Stefan","Marlborough College & ","K2 Junior",03:15:49,3.25,.
B,2004,22,"Hawkins John & Welfare Oliver","Marlborough College","K2 Junior",03:50:43,3.83,.
C,2004,22,"John Barry & Wilkins Simon","Soar Valley & ","K2 Senior",04:15:51,4.25,.
C,2004,22,"Jones James & Mckeown Neil","Trent College & ","K2 Junior",04:26:38,4.43,.
D,2004,22,"Maclarg Roland & Robertson Duncan","Cardiff & ","K2 Senior",06:19:32,6.32,.
A,2004,23,"Buckingham Max","Westel & ","K1 Senior",02:13:20,2.22,.
A,2004,23,"Deaves Martin & Turner Mark","Wokingham & ","K2 Veteran",02:21:42,2.35,.
A,2004,23,"Gillard Luke & Reed Simon","Royal Marines & ","K2 Senior",02:24:03,2.40,.
A,2004,23,"Potter Andy","Hemel Hempstead & ","K1 Veteran",02:32:22,2.53,.
B,2004,23,"Adams Matt & Bonney Jim","Royal Marines & ","K2 Senior",03:03:40,3.05,.
B,2004,23,"Parkinson David & Whittingham Nick","Shropshire Paddlesport & ","K2 Veteran",03:07:08,3.12,.
A,2004,23,"Smith Liana & Walton Lisa","Atfc Arborfield","K2 Ladies",03:18:32,3.30,.
A,2004,23,"Price Matthew & Wigg James","Atfc Arborfield","K2 Junior",03:34:27,3.57,.
B,2004,23,"Daniell George & Kerr William","Blundell's School & ","K2 Junior",03:53:52,3.88,.
C,2004,23,"Bidgood Anthony & Males Staurt","RAF & ","K2 Senior",04:15:59,4.25,.
C,2004,23,"Nutkins Michael & Williams Francis","Kimbolton School & ","K2 Junior",04:27:40,4.45,.
D,2004,23,"Adams Matt & Bonney Jim","Royal Marines & ","K2 Senior",06:30:55,6.50,.
A,2004,24,"Lines Rob","Norwich & ","K1 Senior",02:16:17,2.27,.
A,2004,24,"Barrow Ian & Sutherland Bob","Wokingham & ","K2 Veteran",02:23:44,2.38,.
A,2004,24,"Butler Steve & Smith Jason","Worcester & ","K2 Senior",02:24:10,2.40,.
A,2004,24,"Absolom Peter","Basingstoke Canal & ","K1 Veteran",02:32:48,2.53,.
B,2004,24,"John Barry & Wilkins Simon","Soar Valley & ","K2 Senior",03:05:45,3.08,.
B,2004,24,"Trew Steve & Wood Mark","Poole Harbour & ","K2 Veteran",03:07:22,3.12,.
B,2004,24,"Dawnay Lewis & Kouris Stefan","Marlborough College & ","K2 Junior",04:02:51,4.03,.
C,2004,24,"Keyte Simon & Mcculogh Andy","Acu & ","K2 Senior",04:22:33,4.37,.
C,2004,24,"Hall Robert & Page Cristian","Kelly College & ","K2 Junior",04:28:35,4.47,.
D,2004,24,"Clarke Darren & Howe Chris","Royal Marines & ","K2 Senior",06:31:46,6.52,.
A,2004,25,"Woodbridge Chris","Hereford & ","K1 Senior",02:18:23,2.30,.
A,2004,25,"Bekker Meintjes & Werndle Lorenz","Falcon & ","K2 Senior",02:25:00,2.42,.
A,2004,25,"Smith Martin & Thomas Peter","Woodmill & ","K2 Veteran",02:25:28,2.42,.
A,2004,25,"Elwin George","Falcon & ","K1 Veteran",02:33:33,2.55,.
B,2004,25,"Foot S & Taylor G","Recc & ","K2 Senior",03:07:13,3.12,.
B,2004,25,"Cooper Ed & Wheeler Adrian","Newbury & ","K2 Veteran",03:07:36,3.12,.
C,2004,25,"Emmerson Tom & Green Leo","Royal Hospital School","K2 Junior",04:29:27,4.48,.
C,2004,25,"Archer Gary & Winter Guy","Independent & ","K2 Senior",05:31:22,5.52,.
D,2004,25,"Bidgood Anthony & Males Staurt","RAF & ","K2 Senior",06:41:21,6.68,.
A,2004,26,"Bucksey Christopher","Reading & ","K1 Senior",02:21:26,2.35,.
A,2004,26,"Gordon Jay & Violino Ivano","Recc & ","K2 Senior",02:26:01,2.43,.
A,2004,26,"Joiner Tim & Thomas Neil","Richmond & ","K2 Veteran",02:28:17,2.47,.
A,2004,26,"Rudd Dave",Tonbridge,"K1 Veteran",02:37:34,2.62,.
B,2004,26,"Acreman Malcolm & Lewis Chris","Poole Harbour & ","K2 Veteran",03:08:00,3.13,.
B,2004,26,"Bidgood Anthony & Males Staurt","RAF & ","K2 Senior",03:08:40,3.13,.
C,2004,26,"Hussey Daniel & Slight Daniel","Leighton Buzzard & ","K2 Junior",04:30:07,4.50,.
C,2004,26,"Paterson Tom & Wilson William","Pangbourne & ","K2 Senior",06:25:49,6.42,.
D,2004,26,"John Barry & Wilkins Simon","Soar Valley & ","K2 Senior",07:00:32,7.00,.
A,2004,27,"Haynes Matthew","Hereford & ","K1 Senior",02:22:55,2.37,.
A,2004,27,"Acreman Malcolm & Lewis Chris","Poole Harbour & ","K2 Veteran",02:29:34,2.48,.
A,2004,27,"Clarke Darren & Howe Chris","Royal Marines & ","K2 Senior",02:29:41,2.48,.
A,2004,27,"Gandy Brian","Basingstoke Canal & ","K1 Veteran",02:45:59,2.75,.
B,2004,27,"Hanncox John & Palmer Ian","Pangbourne & ","K2 Veteran",03:12:37,3.20,.
B,2004,27,"Keyte Simon & Mcculogh Andy","Acu & ","K2 Senior",03:16:45,3.27,.
C,2004,27,"Luther David & Waddington James","Blundell's School & ","K2 Junior",04:45:11,4.75,.
D,2004,27,"Archer Gary & Winter Guy","Independent & ","K2 Senior",07:51:35,7.85,.
A,2004,28,"Bell Robert","Canalside & ","K1 Senior",02:25:35,2.42,.
A,2004,28,"Parker James & Wood Andrew","Worcester & ","K2 Senior",02:30:52,2.50,.
A,2004,28,"Cooper Ed & Wheeler Adrian","Newbury & ","K2 Veteran",02:31:04,2.52,.
A,2004,28,"Butler Brian","A.D.J. & ","K1 Veteran",02:46:43,2.77,.
B,2004,28,"Courtney Stephen & Woods David","Wokingham & ","K2 Veteran",03:26:56,3.43,.
B,2004,28,"Rana Lal & Tem",Recc,"K2 Senior",03:28:46,3.47,.
C,2004,28,"Docker James & Freestone Christopher","Bedford School & ","K2 Junior",04:45:25,4.75,.
A,2004,29,"Ethell Dave","Royal Marines","K1 Senior",02:26:46,2.43,.
A,2004,29,"Joyle Ben & Wright Damian",Richmond,"K2 Senior",02:32:20,2.53,.
A,2004,29,"Parkinson David & Whittingham Nick","Shropshire Paddlesport & ","K2 Veteran",02:33:21,2.55,.
A,2004,29,"Prentice Mark","Bradford On Avon & ","K1 Veteran",02:59:29,2.98,.
B,2004,29,"Coleman Anthony & Harrison Martyn","Exeter & ","K2 Veteran",03:31:43,3.52,.
B,2004,29,"Davies Steve & Robinson Andy","Independent & ","K2 Senior",03:39:00,3.65,.
C,2004,29,"Garth Thomas & Spencer William","Blundell's School & ","K2 Junior",04:52:37,4.87,.
A,2004,30,"Bruwer Gidean","Elmbridge & ","K1 Senior",02:27:02,2.45,.
A,2004,30,"John Barry & Wilkins Simon","Soar Valley & ","K2 Senior",02:33:36,2.55,.
A,2004,30,"Jones Chris & Pearce Ray","Banbury & ","K2 Veteran",02:38:07,2.63,.
B,2004,30,"Gillard Luke & Reed Simon","Royal Marines & ","K2 Senior",03:45:51,3.75,.
C,2004,30,"Hawkins John & Welfare Oliver","Marlborough College","K2 Junior",05:04:25,5.07,.
A,2004,31,"Burke Anthony","Canalside & ","K1 Senior",02:28:43,2.47,.
A,2004,31,"Bidgood Anthony & Males Staurt","RAF & ","K2 Senior",02:35:15,2.58,.
A,2004,31,"Courtney Stephen & Woods David","Wokingham & ","K2 Veteran",02:51:53,2.85,.
B,2004,31,"Paterson Tom & Wilson William","Pangbourne & ","K2 Senior",04:16:39,4.27,.
A,2004,32,"Scarr Peter","Elmbridge & ","K1 Senior",02:32:42,2.53,.
A,2004,32,"Chambers Craig & Green Mark","Barking & Dagenham & ","K2 Senior",02:38:47,2.63,.
A,2004,33,"Holbrook Simon","Royal Hospital School & ","K1 Senior",02:33:07,2.55,.
A,2004,33,"Lancashire Tony & Preston Chris","Hemel Hempstead & ","K2 Senior",02:41:00,2.68,.
A,2004,34,"Johnson Andrew & Rana Lal","Recc & ","K2 Senior",02:45:40,2.75,.
A,2004,34,"Pitts James","Kelly College & ","K1 Senior",02:53:51,2.88,.
A,2004,35,"Adams Matt & Bonney Jim","Royal Marines & ","K2 Senior",02:47:22,2.78,.
A,2004,35,"Edison Robert",Independent,"K1 Senior",02:54:28,2.90,.
A,2004,36,"Maclarg Roland","Independent & ","K1 Senior",03:16:14,3.27,.
A,2004,36,"Paterson Tom & Wilson William","Pangbourne & ","K2 Senior",03:24:11,3.40,.
A,2004,37,"Tamang Temba & Upson Dean","Recc & ","K2 Senior",03:40:16,3.67,.
S,2004,"1  K1","Baker Paul","Royal Marines & ",Services,13:47:03,13.78,.
S,2004,"2  K2","Gordon S. Jay & Violino Ivano","Recc & ",Services,15:28:14,15.47,.
S,2004,"3  K2","Clarke S. Darren & Howe Chris","Royal Marines & ",Services,15:54:14,15.90,.
A,2005,1,"Baker Steve & Quane Michael",Elmbridge,"K2 Senior",01:39:53,1.65,.
A,2005,1,"Brown Ben",Elmbridge,"K1 Senior","01:45:06 ",1.75,.
A,2005,1,"Blyth Duncan",Wokingham,"K1 Veteran","01:45:57 ",1.75,.
A,2005,1,"Daniels Andy & Spencer Allen",Reading,"K2 Junior","01:46:16 ",1.77,.
A,2005,1,"Gallimore David & Lewis Richard",RAF,"K2 Veteran","01:49:28 ",1.82,.
A,2005,1,"Guy Matthew","Leighton Buzzard","K1 Junior","01:57:58 ",1.95,.
A,2005,1,"Bates Joanne & Rutherford Caroline",Elmbridge,"K2 Ladies","01:58:38 ",1.97,.
A,2005,1,"McGee Kelly & Panayi Markus",Leaside,"K2 Mixed","02:02:46 ",2.03,.
A,2005,1,"Bird Jonathan & Holmes Ben",Worcester,Junior/Veteran,"02:03:53 ",2.05,.
B,2005,1,"Maycock Peter & Maycock Andrew",Exeter,"K2 Veteran",02:16:02,2.27,.
A,2005,1,"Duff Kerry",Norwich,"K1 Ladies","02:16:08 ",2.27,.
A,2005,1,"Lovell Stuart & Underhill-Rose Mick",Whitstable,"Canadian Doubles","02:19:30 ",2.32,.
B,2005,1,"Blyth Duncan",Wokingham,"K1 Veteran",02:22:08,2.37,.
B,2005,1,"Shelley Piran & Stonehouse Nevil",Richmond,"K2 Senior",02:23:47,2.38,.
B,2005,1,"Pedlar Dave",Worcester,"K1 Senior",02:27:47,2.45,.
B,2005,1,"Pearse Philip & Pearse Tim","Cokethorpe School","K2 Junior",02:27:50,2.45,.
B,2005,1,"Hinves James & Huisman Martine",Woodmill,"K2 Mixed",02:37:40,2.62,.
B,2005,1,"Guy Matthew","Leighton Buzzard","K1 Junior",02:40:46,2.67,.
B,2005,1,"Terry Patrick & Terry Dean",Independent,Junior/Veteran,02:41:15,2.68,.
B,2005,1,"Newbutt Brian & Oliver George",Nottingham,"Canadian Doubles",02:54:41,2.90,.
B,2005,1,"Greasby Liz & Hutt Jenny",Richmond,"K2 Ladies",02:57:49,2.95,.
C,2005,1,"Beazley Daniel & Dark Simon","Bradford On Avon","K2 Senior",03:04:53,3.07,.
B,2005,1,"Broughton Lizzie",Richmond,"K1 Ladies",03:05:45,3.08,.
C,2005,1,"Morley Sean",Hayle,"K1 Veteran",03:27:35,3.45,.
C,2005,1,"Pearse Philip & Pearse Tim","Cokethorpe School","K2 Junior",03:39:26,3.65,.
C,2005,1,"Ince A J & Neale Clive",Tonbridge,"K2 Veteran",03:39:48,3.65,.
C,2005,1,"Hinves James & Huisman Martine",Woodmill,"K2 Mixed",03:39:55,3.65,.
C,2005,1,"Baker Paul","Royal Marines","K1 Senior",03:42:59,3.70,.
C,2005,1,"Jordan Aaron & Jordan Dean",Maidstone,Junior/Veteran,03:55:03,3.92,.
C,2005,1,"Purchase James",Pangbourne,"K1 Junior",04:02:08,4.03,.
C,2005,1,"Newbutt Brian & Oliver George",Nottingham,"Canadian Doubles",04:11:40,4.18,.
C,2005,1,"Greasby Liz & Hutt Jenny",Richmond,"K2 Ladies",04:12:55,4.20,.
D,2005,1,"King Steve & Thrower Shaun",hereford,"K2 Senior",04:43:07,4.72,.
C,2005,1,"Duncan Melanie","Bishops Stortford","K1 Ladies",04:55:35,4.92,.
D,2005,1,"Hendron Henry",Richmond,"K1 Senior",04:56:40,4.93,.
D,2005,1,"Ince A J & Neale Clive",Tonbridge,"K2 Veteran",05:20:15,5.33,.
D,2005,1,"Hinves James & Huisman Martine",Woodmill,"K2 Mixed",05:31:41,5.52,.
D,2005,1,"Killingbeck James & Parnall Matthew","Kelly College","K2 Junior",05:33:18,5.55,.
D,2005,1,"Flynn Dave",Taunton,"K1 Veteran",05:33:32,5.55,.
D,2005,1,"Mills Matthew & Stuart Peter",Leaside,Junior/Veteran,05:49:36,5.82,.
D,2005,1,"Greasby Liz & Hutt Jenny",Richmond,"K2 Ladies",06:05:20,6.08,.
D,2005,1,"Lovell Stuart & Underhill-Rose Mick",Whitstable,"Canadian Doubles",06:10:54,6.17,.
D,2005,1,"Duncan Melanie","Bishops Stortford","K1 Ladies",06:45:17,6.75,.
S,2005,1,"Shelley Piran & Stonehouse Nevil",Richmond,"K2 Senior",12:44:08,12.73,.
S,2005,1,"Ince A J & Neale Clive",Tonbridge,"K2 Veteran",13:40:46,13.67,.
S,2005,1,"Hinves James & Huisman Martine",Woodmill,"K2 Mixed",13:56:02,13.93,.
S,2005,1,"Doyle Michael","Hemel Hempstead & ","K1 Senior",14:02:16,14.03,.
S,2005,1,"Flynn Dave","Taunton & ","K1 Veteran",14:14:03,14.23,.
S,2005,1,"Hobin Ben & Siman Joe","Cokethorpe School","K2 Junior",14:23:23,14.38,.
S,2005,1,"Jordan Aaron & Jordan Dean",Maidstone,Junior/Veteran,15:01:09,15.02,.
S,2005,1,"Greasby Liz & Hutt Jenny",Richmond,"K2 Ladies",15:34:04,15.57,.
S,2005,1,"Newbutt Brian & Oliver George",Nottingham,"Canadian Doubles",15:48:43,15.80,.
S,2005,1,"Duncan Melanie","Bishops Stortford & ","K1 Ladies",17:31:26,17.52,.
A,2005,2,"Goodall Michael & Johnson Nathan",Elmbridge,"K2 Senior",01:42:26,1.70,.
A,2005,2,"Bullock Richard",Exeter,"K1 Senior","01:51:23 ",1.85,.
A,2005,2,"Martin Mike","Leighton Buzzard","K1 Veteran","01:54:00 ",1.90,.
A,2005,2,"Lines Rob & Scott Tim",Norwich,"K2 Veteran","01:57:13 ",1.95,.
A,2005,2,"Bradshaw Ben & Pendle Tim","Barking & Dagenham & Norwich","K2 Junior","01:58:13 ",1.97,.
A,2005,2,"Bates Rosalind & Taylor Nicola",Elmbridge,"K2 Ladies","01:59:53 ",1.98,.
A,2005,2,"Slight Mark","Leighton Buzzard","K1 Junior",02:05:11,2.08,.
A,2005,2,"Freestone Matthew & Isaac Jason",Leaside,Junior/Veteran,"02:06:24 ",2.10,.
A,2005,2,"Fielden Paul & Ford Yael","Taunton & Tonbridge","K2 Mixed","02:06:43 ",2.10,.
B,2005,2,"Gallimore David & Lewis Richard",RAF,"K2 Veteran",02:17:35,2.28,.
A,2005,2,"Newbutt Brian & Oliver George",Nottingham,"Canadian Doubles","02:19:51 ",2.32,.
A,2005,2,"Wise Anna",Royal,"K1 Ladies","02:20:05 ",2.33,.
B,2005,2,"Turner Tristram & Wagner Korbinian",Bristol,"K2 Senior",02:28:09,2.47,.
B,2005,2,"Parker John",Worcester,"K1 Senior",02:30:51,2.50,.
B,2005,2,"Martin Mike","Leighton Buzzard","K1 Veteran",02:35:39,2.58,.
B,2005,2,"Hobin Ben & Siman Joe","Cokethorpe School","K2 Junior",02:43:12,2.72,.
